Id,Minute,NumConfirmPresses,NumBreakPresses,PercentageOfMovement,PercentageOfRoll,PercentageOfThruster,AverageThrusterIntensity,hue_0,hue_1,hue_2,hue_3,hue_4,hue_5,hue_6,hue_7,hue_8,hue_9,hue_10,hue_11,hue_12,hue_13,hue_14,hue_15,hue_16,hue_17,hue_18,hue_19,hue_20,hue_21,hue_22,hue_23,hue_24,hue_25,hue_26,hue_27,hue_28,hue_29,hue_30,hue_31,sat_0,sat_1,sat_2,sat_3,sat_4,sat_5,sat_6,sat_7,sat_8,sat_9,sat_10,sat_11,sat_12,sat_13,sat_14,sat_15,sat_16,sat_17,sat_18,sat_19,sat_20,sat_21,sat_22,sat_23,sat_24,sat_25,sat_26,sat_27,sat_28,sat_29,sat_30,sat_31,bright_0,bright_1,bright_2,bright_3,bright_4,bright_5,bright_6,bright_7,bright_8,bright_9,bright_10,bright_11,bright_12,bright_13,bright_14,bright_15,bright_16,bright_17,bright_18,bright_19,bright_20,bright_21,bright_22,bright_23,bright_24,bright_25,bright_26,bright_27,bright_28,bright_29,bright_30,bright_31,motion_Mean,motion_Std,motion_Skweness,motion_Kurtosis,motion_Max,motion_Min,motion_Var,contrast_Mean,contrast_Std,contrast_Skweness,contrast_Kurtosis,contrast_Max,contrast_Min,contrast_Var,entropy_Mean,entropy_Std,entropy_Skweness,entropy_Kurtosis,entropy_Max,entropy_Min,entropy_Var,MSSQ
0,0,1,0,0.0,0.0,0.0,0.0,96209,23343,8952,61226,297601,198903,71213,3554,872,711,973,4488,12181,12042,197760,9742,9265,6027,5719,4544,5860,10565,64170,0,0,0,0,0,0,0,0,0,48108,24518,40245,39182,64290,181083,267931,133443,76667,56102,51800,47054,28005,9781,3750,3069,3608,3711,4300,5234,3882,2570,1711,3096,1335,340,125,90,38,31,23,798,34749,541,4318,2121,1987,1176,494,480,553,1778,2744,5915,12409,18181,66947,77020,44612,67682,95117,78138,61298,85288,155447,107651,41292,35333,30042,26184,16414,7826,6437,15746,0.1333012267025575,1.097375641685902,-0.0325151801440398,0.6476193083749764,3.2087843,-2.8092313,1.204233298965545,29.42219224745851,7.829377743973857,-1.189528854241633,2.5148650983702208,47.01898066803407,0.0,61.29915585783316,6.291442871070635,1.0814704996912967,-4.458602546884322,20.877760026464664,6.965348026696056,0.0,1.1695784417025428,13.5
0,1,3,0,0.0,0.0,0.0,0.0,290708,44806,12292,31067,92787,63642,11390,2782,919,685,1005,12845,25026,117787,74087,93898,66701,22308,18453,18777,20948,34473,48534,0,0,0,0,0,0,0,0,0,227233,69215,92735,54470,39519,76903,117446,65451,91129,71611,38938,36899,31158,18393,15051,7350,6591,4078,5357,5028,6751,5882,3118,2516,1130,1211,946,1121,691,1160,1283,5556,217708,9728,18509,35416,31519,25253,18817,9809,19824,37834,24125,34197,30343,38521,66722,93912,31597,31353,40424,38485,34832,33699,41071,43684,25351,18504,13508,12273,7628,6728,4342,10204,-0.3255795240402221,1.5381221771240234,-0.12278073725042,0.1571383339488044,3.8782506,-4.2450676,2.3658196926116943,34.638260201899875,18.46191103846095,-1.010559466180486,-0.4184517185015974,56.61133689854063,0.1170298579607827,340.84215919204627,5.521742313745941,2.650098082353687,-1.5315720666545678,0.4001478810507359,7.367926811447602,0.1055910363751952,7.023019846094689,13.5
0,2,0,0,0.0,0.0,0.0,0.0,116617,180485,47746,18995,3967,4000,8853,36641,1311,921,1583,23527,87405,35618,46288,42617,98279,64505,43780,50166,56501,125079,11036,0,0,0,0,0,0,0,0,0,43288,250294,283016,89522,44379,33565,31331,33039,24832,21831,24926,29368,28464,41083,64167,17577,7896,2811,1168,1063,1120,1370,1933,2168,1511,2874,4795,11913,3892,691,33,0,0,0,0,1,23,51,140,223,35686,107344,54209,116464,63205,59081,76135,81057,41518,24657,22799,25376,32051,69200,55041,29869,39604,40891,26038,26662,18927,23313,10199,26156,-0.0299422740936279,1.5097850561141968,-0.4270538660152274,0.5594089218600202,3.254111,-4.3763337,2.2794508934021,47.894045336671645,3.0311721115742256,-1.2226226307739338,-0.0794641940712783,50.46757561795353,40.34528691648877,9.188004369985348,6.921382786413097,0.1630729238132956,-0.096201689537446,0.2409000472098195,7.254345037080766,6.513764936559566,0.0265927784810169,13.5
0,3,0,0,27.5,4.17,78.33,0.79,210432,203732,62312,29852,2426,7063,24259,20792,3695,1830,2621,8675,29165,33645,235270,80579,29716,14929,22836,18706,20522,24698,18165,0,0,0,0,0,0,0,0,0,39250,78550,68060,73108,97803,110864,117552,98633,51628,39761,38495,34255,54172,96308,50484,16774,9768,7696,4836,3241,1470,1014,3270,5918,413,415,521,1203,421,37,0,0,0,0,0,0,0,0,19,1596,9088,30055,16669,24382,28574,25575,37526,41923,45668,44964,54787,70961,82200,86362,81992,82395,71695,57798,51141,39781,27862,20242,16135,56530,0.0060358820483088,0.8677122592926025,0.8252341254253852,1.8768212031604072,3.663406,-1.6410339,0.7529245615005493,43.16890313619679,4.374812463732562,-0.0392693032468933,-0.8540187857800108,53.54556905860079,34.17573231084017,19.13898409282977,7.150995011994462,0.1367644025690328,-0.8320851181900792,0.113470791020064,7.398470700487342,6.751426944378557,0.0187045018100644,13.5
0,4,0,0,45.83,4.17,73.33,0.86,229069,218845,22419,7996,1292,2541,12127,12996,2467,1147,1354,8030,29325,42979,369391,56042,12967,6026,8977,6566,10189,21161,22014,0,0,0,0,0,0,0,0,0,27091,34613,41963,51187,62897,64308,81013,122195,115931,57482,44409,42273,71453,126850,94318,45869,11054,5974,3148,854,546,136,87,133,114,22,0,0,0,0,0,0,0,0,0,0,240,6651,9404,11253,12397,14765,23339,26792,31099,36858,42203,45271,45590,71609,78897,106543,105950,85605,74606,69491,44060,33763,25686,22398,16041,12204,10314,42891,-0.0592795126140117,0.9088126420974731,-0.1509157522857746,0.6651972288615382,2.6035078,-3.0290337,0.8259404301643372,39.89056202655052,7.473490649434497,-0.5378796327693212,-0.889238133823274,54.060664779382925,25.475109643191477,55.85306248718486,6.94544710534495,0.2763981277073811,-0.5711684746447319,-0.6651533394995135,7.445706704508604,6.356257950944401,0.0763959250001457,13.5
0,5,0,0,13.33,7.5,12.5,0.75,193402,154080,57983,10324,11573,13617,15372,14444,861,845,1964,9533,17510,216163,176301,125170,49547,5875,4758,3636,5376,10468,7118,0,0,0,0,0,0,0,0,0,123749,15019,29121,36575,43538,48876,52904,47177,84927,147874,81692,56041,43598,48347,24664,22750,24346,28346,29932,23232,17266,14518,7220,5538,3769,3889,3966,4268,6137,18373,5452,2816,125195,5124,16678,28989,47919,34122,29137,37329,30240,64382,66967,50564,51775,74386,39780,39012,75127,29521,38411,42390,31795,29690,36804,17962,13446,11141,6127,8441,4419,2695,2993,13359,-0.0043714684434235,1.596221089363098,0.101094345360826,1.5801515485726911,5.2241716,-4.555442,2.547921657562256,37.83216027806298,14.199173546897562,-1.925473629138444,2.574412998691217,58.446347513871146,0.0,201.61652941491548,6.241481067980567,2.16001410489305,-2.466029583627825,4.1890029779374585,7.438978570896078,0.0,4.665660933336924,13.5
0,6,0,0,48.33,0.83,86.67,0.85,330834,395888,42659,6335,4720,6614,14061,21138,1146,941,1865,16063,14019,195859,9189,3793,3059,1905,2209,2041,5339,11045,15198,0,0,0,0,0,0,0,0,0,6428,8589,10547,13390,15399,18731,26315,31149,36225,39557,50516,78520,143628,54190,38504,45968,61205,80084,83998,76247,63677,49349,29944,17453,9914,6732,5818,2079,865,514,238,147,0,30,4384,21010,27554,33422,44832,51429,44946,47786,51149,60681,62244,62179,57639,79644,101775,83776,57803,40308,33510,25211,24854,22697,18202,13884,9407,5894,3832,3030,2281,10527,0.2017801254987716,0.8519547581672668,0.1096725772117421,-0.214789107341486,2.5331485,-1.823686,0.7258269190788269,38.27303486322009,7.938363832852453,0.5632031683700363,1.787016986086022,66.90548393376746,17.481993955341697,63.01762034273988,6.894359120504546,0.4171516065089976,-1.983216872096488,4.565469133800931,7.505739531742082,5.255656677899694,0.1740154628130375,13.5
0,7,0,0,65.83,5.83,70.83,0.91,453457,260990,35106,9314,9062,14225,19535,24705,1109,698,1117,18709,16161,164632,8613,3569,3006,2007,2644,3294,10785,19728,23454,0,0,0,0,0,0,0,0,0,4421,6999,12578,22507,29416,31897,31445,30867,33666,37082,51257,73114,130652,66327,45422,50227,58606,68035,67452,60961,39884,27129,16606,14790,19523,25505,22891,13026,6387,3656,2198,1394,0,11,831,11932,36688,67772,70862,78464,80776,66070,55657,60298,56983,46109,34770,33863,56276,70868,50396,41209,39414,29975,31342,22413,16230,12348,9825,7402,4137,3048,2084,7867,0.0600001402199268,1.039852499961853,0.2672055087258804,0.0425063514313976,3.0575616,-2.339366,1.0812933444976809,37.31050110749418,8.377626447627827,1.3296622218776282,2.364980424949666,68.38860826024134,22.83274133058668,70.18462489599327,6.69186962334519,0.3541881901029157,-0.8259548421135579,1.1156892288715978,7.316405187369537,5.482276529027465,0.1254492740083791,13.5
0,8,1,0,10.0,0.0,19.17,0.88,401460,90202,17821,8181,7376,10774,4611,3007,650,599,1302,7537,15084,213801,154088,92273,42507,5990,4168,3132,5650,9051,6656,0,0,0,0,0,0,0,0,0,288194,12397,26256,33402,39737,43947,40755,28938,74631,131871,66780,47891,29376,19951,18932,18887,21888,26600,26107,18192,16337,16012,8472,6390,3511,3464,2825,2521,4158,16745,5502,5251,291431,4356,10404,28624,44284,40244,34302,40586,35460,65737,63678,42772,43744,64471,31216,29129,75123,20927,23239,20106,16957,17656,15224,11881,8972,7277,4321,3958,2983,1228,1132,4498,-0.0596749708056449,1.0671238899230957,0.2800458540474637,2.0321432690881918,4.1247654,-3.064119,1.1387532949447632,31.2310449930906,19.035642556215027,-0.8393560363770032,-0.8017218899698735,66.26733823247336,0.0375313270861292,362.3556875279846,5.163949682938867,2.993474758092377,-1.0910169321544088,-0.7903238984865619,7.530628679415588,0.0153911794873054,8.960891127336213,13.5
0,9,0,0,25.0,1.67,86.67,0.98,94206,53988,28041,54506,86350,51842,43885,23638,13104,6885,11446,19312,43956,76978,294476,42078,29599,17066,15351,15068,27377,37252,19516,0,0,0,0,0,0,0,0,0,96790,202803,193279,125186,83330,56961,118199,127251,29646,11834,11446,9918,8115,7259,7101,5218,4023,2553,1488,688,181,223,330,340,285,304,320,593,243,13,0,0,0,480,1148,2029,1528,1334,761,2857,10669,23907,27717,27707,28401,31158,43731,50234,59770,64847,66550,61611,58893,46104,38118,35495,25881,41900,79295,89200,55419,42206,30750,56220,0.1815419942140579,0.8656663298606873,0.1310506977714882,1.181658610937391,3.0634828,-2.4578273,0.7493781447410583,40.98159980999196,4.443107684962573,-1.802232862282916,10.906776810574206,51.34248937554331,13.456354139395248,19.74120590017348,7.06742700457575,0.2500780725176023,-2.138228913903611,8.315637358663235,7.373586012405188,5.605165839744929,0.0625390423541191,13.5
0,10,0,0,43.33,3.33,100.0,1.0,82724,34454,4586,12569,14185,13684,23321,11012,5720,3185,5898,13469,41511,115262,436434,88018,57413,23382,26705,21083,27914,28911,14480,0,0,0,0,0,0,0,0,0,104187,254636,155560,62909,49788,48204,121000,193563,54574,11076,10411,9949,7838,5341,4779,4864,3874,1857,701,743,40,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,5715,6357,13117,20736,19611,28922,24208,25352,30568,31338,37955,40253,41865,44074,46552,42286,47648,87300,127443,122850,74518,55504,46188,85439,0.0575707368552684,0.7947540283203125,0.079675501561082,-0.0832307672876648,2.2999868,-1.7819871,0.631633996963501,39.957135746846376,4.788808168098137,0.9080641816615832,0.0906817491499087,53.11449547327892,33.58073789476388,22.932683670843435,6.964019295473499,0.1450638297406075,-0.1789447615677159,1.575433023705318,7.336909087058088,6.470369295081152,0.0210435146990119,13.5
0,11,0,0,28.33,0.0,100.0,0.99,178094,61081,24290,31436,22132,11177,17326,9965,4748,2680,3618,12635,41708,92348,174465,110489,72806,25915,31856,26908,51714,60303,38226,0,0,0,0,0,0,0,0,0,187909,247933,207034,144771,101548,66660,64423,17223,11686,9212,8285,8740,8231,4509,3664,3821,3411,2766,2062,1347,488,194,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,486,5955,34424,55146,61174,50447,38546,39979,43414,41185,43927,39194,41841,44499,41803,41588,37065,34046,33128,30902,22191,23344,25569,31815,44237,199947,0.0283187385648489,0.9985346794128418,0.5971278548153441,1.6412270358364998,3.562528,-2.4331946,0.9970715641975404,58.03970337734973,4.380298088164915,-0.7687109957670472,0.0587214145589007,65.48699815189131,44.12195660940182,19.18701134118121,7.384682806396709,0.0870014065665677,-0.1414814423237477,-0.3182651361469921,7.5673496874592034,7.168926585207049,0.0075692447445612,13.5
0,12,0,0,18.33,0.83,49.17,0.98,225246,53415,13752,12497,6285,7002,11914,6373,3117,1522,2226,11987,63444,166502,154667,135935,78202,27121,17819,17002,23694,37997,28201,0,0,0,0,0,0,0,0,0,144871,66658,91396,88977,81475,85966,91368,82820,90314,95232,47938,32805,17884,17622,8103,6291,7305,6084,4608,3395,3717,4148,1269,1273,587,987,1088,1141,2125,11268,4305,2900,125330,6364,12972,21312,27043,20388,15746,17961,16104,44049,45243,32077,43081,51880,41809,40881,74709,53780,51199,57516,55273,45576,33297,24272,18991,15400,11977,11945,11752,14551,16773,46669,0.0675194188952446,1.3914432525634766,0.3268520642731217,0.1878528560120522,3.6877763,-3.2412086,1.936114192008972,37.00599942314825,13.778819295390452,-1.963215759438488,2.701055053078144,51.526264731581485,0.0,189.85586117502424,6.2752277128975145,2.1703114877344896,-2.47185591514532,4.209048291550643,7.521539676966175,0.0,4.710251953792293,13.5
0,13,0,0,56.67,6.67,85.0,0.95,227460,110973,28120,24446,18936,5560,24171,13245,1812,657,1184,9711,46273,23481,12624,66900,51568,46772,29960,34119,76086,144538,107324,0,0,0,0,0,0,0,0,0,4855,15615,60874,81211,116141,134803,150596,175125,119003,68076,44556,31145,25654,22447,14641,10125,7827,7522,7787,4060,2952,276,149,152,178,127,23,0,0,0,0,0,0,0,0,0,19,1291,4130,5970,10861,16278,20221,25713,28266,31407,39685,51451,66958,88083,99313,97125,96848,66122,46232,37485,32939,29843,26111,22956,23144,17668,24270,95531,0.1557467579841613,1.284468412399292,0.4243597317596506,0.2901817907839263,4.40204,-2.9660444,1.649859070777893,39.76623678210756,8.543679499489537,0.3472912304499824,-0.5884961133512032,60.30036732291321,21.50095354036229,72.99445938999777,6.9159249357834,0.2383970625457582,-0.5849198485381647,1.0022084550167216,7.405866178059479,6.058268518111734,0.0568331594304461,13.5
0,14,1,0,31.67,6.67,42.5,0.89,271192,69788,30927,32842,27442,19162,15484,6105,2161,805,1346,12869,40659,131271,99708,91918,51565,21504,17594,20998,31523,47274,61783,0,0,0,0,0,0,0,0,0,90446,22702,60524,70332,77463,88233,88262,91970,109670,130825,73779,52638,37194,26891,16791,11400,8470,7961,5894,4637,3842,4320,822,1051,448,807,758,848,1732,9176,2857,3177,90786,6079,10305,19109,15209,15510,11020,15956,18362,45044,46596,38209,47194,66515,47894,52197,67218,48646,48255,50760,53733,43230,29597,22632,19919,20774,19844,16288,16814,13921,18693,69611,0.114317275583744,1.3577353954315186,0.1096363635654943,0.4242359739322152,3.9951031,-3.2734668,1.8434455394744875,39.79280457538471,14.17771753925968,-1.5148014198114097,2.430996054836056,63.374168612920506,0.1170298579607827,201.0076746230316,6.467812890324145,1.8446921243778704,-3.054697573101105,7.63456629972965,7.353655522614082,0.1055910363751952,3.402889033741741,13.5
0,15,0,0,46.67,5.0,83.33,0.94,50214,64952,64822,126479,244931,192680,49975,23015,5768,2879,3391,8029,18407,13656,143546,33003,7462,4224,5255,5708,8817,15174,13533,0,0,0,0,0,0,0,0,0,12265,26790,44137,63591,113879,145330,99950,84825,67350,63097,55684,60003,59032,51698,46053,35870,26667,19648,13324,8005,3830,1276,1044,395,290,218,235,481,663,263,27,0,0,0,0,0,0,2,687,977,2921,10224,13784,14540,18810,24137,32980,51223,63610,73191,84832,79814,80221,53198,62264,66997,86829,67378,50593,40209,29909,21932,18669,55989,0.0394543074071407,0.8039776682853699,0.0040858983233662,0.8531524141449056,2.247548,-2.8147078,0.6463801264762878,36.4077702238831,6.332484864027292,-0.2538184146882001,-0.0215364948506198,50.57888195334589,19.501498327506702,40.10036455313475,6.900251390040754,0.3464360346668396,-2.4302809848540985,7.374212437695057,7.341473514837044,5.333664437498855,0.1200179261156836,13.5
0,16,0,0,38.33,7.5,50.83,0.99,112427,52747,34989,136941,146524,55675,16617,4866,2552,1860,3980,9151,11860,116327,194920,114622,44013,7368,6690,5819,7541,11983,6448,0,0,0,0,0,0,0,0,0,93072,24535,37296,49577,79832,107564,77792,52951,66908,96456,58238,52709,46700,45028,47676,46273,38637,25540,18229,12388,5352,3592,1166,954,394,589,633,711,1455,8160,3558,1955,87348,5850,14848,24061,38962,24266,17153,20417,14591,36175,32307,20748,23478,37542,22992,27846,52149,36073,46546,37239,30443,36327,49986,47558,53092,46825,42182,41941,37971,28795,24576,45633,-0.0349614061415195,1.1573415994644165,0.186281572887971,2.1503165097878822,4.631712,-3.5692248,1.3394396305084229,37.81891212053751,12.109672447517651,-2.32117703117364,4.462182916213683,51.20748141915119,0.0,146.64416678616817,6.419121108211088,1.848292167607467,-3.0250817098056357,7.523733619492821,7.2925339390946755,0.0,3.416183936839109,13.5
0,17,0,0,25.83,4.17,55.0,0.97,332571,57085,31626,125981,148283,20458,12302,10104,2852,1128,1769,9221,22148,21632,215604,25698,11262,3884,4723,5269,11930,17434,12956,0,0,0,0,0,0,0,0,0,279358,29065,33828,47926,52812,52785,51647,48098,50204,51163,48671,47004,69467,116304,70006,28958,9574,7562,3388,1032,378,303,356,420,295,454,507,412,131,75,0,3737,267275,862,1552,2104,1388,2575,2969,8969,13280,12763,19316,29633,41172,43853,42675,41834,43515,50528,61560,75459,75669,56649,45084,33239,26535,25547,17904,13390,12058,7397,5758,23408,0.0685189291834831,0.7234326004981995,0.4675062659980145,1.1675609058043852,2.494,-1.6625953,0.5233547687530518,29.078574665348743,17.611783597367527,-0.7712545321822107,-0.917130578356999,52.99585656986915,0.1170298579607827,310.1749214805038,5.319016660864814,2.9542554627201274,-1.1816878239702011,-0.567951407365423,7.483613827734938,0.1055910363751952,8.727625339011714,13.5
0,18,0,0,55.83,3.33,95.83,0.99,88077,47977,34367,157778,185369,21888,15085,15275,3456,1794,2799,54548,52563,20908,290551,44964,9895,4246,6512,4209,7697,18026,17936,0,0,0,0,0,0,0,0,0,25861,29544,38424,49251,60869,66538,65708,69930,80605,94024,105618,87760,114241,113424,61087,22169,7916,5699,3073,1545,512,758,896,261,156,50,1,0,0,0,0,0,0,0,0,0,26,1929,5185,11019,14126,13709,25921,34166,45337,50219,49858,49173,47345,48907,59230,90763,84808,72391,63310,54684,44162,39071,33873,30661,26073,20030,17973,71971,0.0689573809504509,1.019650936126709,0.0129907371893231,0.2287631991542271,2.6414137,-2.7370539,1.039687991142273,42.19370947353936,7.478676842433916,-0.3532380592941897,-0.3118703562550324,58.39550567753586,26.25085372994213,55.93060731355733,7.096653967294524,0.2508441829599337,-0.5678938329429395,-0.5450099816485499,7.541759127549099,6.370792132498804,0.0629228041248367,13.5
0,19,0,0,72.5,6.67,68.33,0.92,104066,56543,57932,231481,187678,22191,15173,14321,2128,1171,2008,15151,40288,20622,221930,41590,9370,4050,7706,4483,8970,18442,18626,0,0,0,0,0,0,0,0,0,36637,31877,46242,56446,65413,69794,70654,79713,91874,94681,82724,67094,80705,100414,64750,32433,13914,7102,4164,3155,3122,1563,777,439,168,57,8,0,0,0,0,0,0,0,0,0,100,3434,5721,9911,12484,15618,24356,40802,52286,64040,69869,71452,66655,67138,63048,74602,73062,60076,46827,38968,33470,28641,25100,21992,19509,18357,17281,81121,0.0758479908108711,1.1583527326583862,0.3729321819525479,0.3116934791262138,3.465183,-2.5472703,1.3417811393737793,42.9437314389997,12.187061189541897,-0.2133493323367073,-1.3062227171934868,65.29044589694956,18.749499999549865,148.52446043763837,6.962693255558752,0.3522938799733565,-1.5294846047381196,4.981028765402819,7.42499146269356,5.086973058048864,0.1241109778666817,13.5
0,20,1,0,28.33,0.0,49.17,1.0,171344,30609,29357,100017,33566,15195,12269,12051,4591,3731,5263,83433,66607,177487,210155,74888,23969,5793,6846,5073,8286,15574,9816,0,0,0,0,0,0,0,0,0,135673,30824,41539,55900,59100,60579,62617,62628,104370,155227,102513,66133,45866,32539,21803,14239,9717,7560,5083,3512,3848,3460,866,705,558,586,728,846,2095,9744,3095,1967,123398,2289,4723,6544,10135,12676,13334,17123,22392,47625,46743,31628,35668,67950,38797,41021,80893,40484,52874,63179,53449,48571,41496,29602,27758,23086,19382,17217,16423,14010,12835,42615,-0.0259046237915754,0.9614633917808532,-0.0182641925360084,1.4525188680507668,3.5790803,-2.7756188,0.9244118928909302,37.13412059446206,14.034228478243344,-1.7812796444905412,2.4919234545399918,55.71133319911657,0.1170298579607827,196.9595689795365,6.221085006558378,2.147815064528176,-2.4487144132620795,4.144106027066671,7.465977421316483,0.1055910363751952,4.6131095514141744,13.5
0,21,0,0,60.0,6.67,81.67,0.85,92917,64075,74867,157890,168077,162271,50128,23772,11144,3730,2323,5575,27653,22482,135289,25229,12053,6798,6524,8022,9496,18877,16728,0,0,0,0,0,0,0,0,0,10164,32973,54260,73533,109511,147968,134354,120853,95768,78434,62632,51973,45225,32404,17770,9686,8672,7198,6213,3145,675,472,332,113,175,252,333,365,385,77,5,0,0,0,0,0,0,26,1265,4400,9996,23005,36264,36132,40530,52213,77176,91388,96752,93276,87572,69387,45512,55306,55494,44081,46228,36332,29458,18937,12377,7694,5441,29678,-0.0991849452257156,1.0273826122283936,-0.0855923124577514,0.8881642648536392,2.7960238,-3.3077497,1.055514931678772,35.190601969453496,5.7547048133505125,0.2126173831608376,0.0722228464388967,51.969656539720624,20.801302647068542,33.11662748879956,6.90521630797893,0.3522626776617292,-2.2446574004040487,7.218911136878757,7.416016900202114,5.061693502359333,0.1240889940734113,13.5
0,22,0,0,62.5,2.5,81.67,0.87,80354,59669,68963,139872,181765,210975,29876,8045,2209,1165,1215,5536,28383,21288,159079,27444,10756,7054,8425,7982,10579,19983,15303,0,0,0,0,0,0,0,0,0,9857,29941,61663,72120,112233,188319,147456,132099,88552,63813,54926,51007,39784,22436,11452,7652,5488,3690,1693,1073,483,124,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,352,1580,3759,11793,17589,22172,27468,41048,64007,80418,100036,120855,120805,89841,57796,43707,53974,61465,74314,44373,24607,12242,7217,4093,2827,17581,0.159216359257698,1.303386926651001,0.764112332806956,1.8441500846934824,5.5436153,-2.6572604,1.698817491531372,31.016294665813728,5.83272512670451,1.9610433007122152,6.515484027981488,59.80550917980796,20.503360728679315,34.020682403690145,6.743767103835498,0.1958760887057558,-0.234098091714516,0.2572886219262686,7.283500864850639,6.151735949507089,0.0383674421266651,13.5
0,23,0,0,20.83,0.0,43.33,0.98,307897,212024,23731,13957,13406,16410,12925,12373,1548,883,1791,13404,16865,248874,97019,55287,23706,3621,3251,2556,4297,9703,10392,0,0,0,0,0,0,0,0,0,126881,11729,21340,27644,33012,43690,40714,34877,73585,111953,70099,64293,89630,37337,23432,28820,35441,42657,41339,30378,21314,18027,14334,10640,8560,8688,5874,4994,4720,12869,4484,2565,122555,2541,9135,21355,31244,28011,23887,37102,30433,47968,51354,40989,50898,63760,38079,56740,123051,53491,44840,32509,30219,26737,24121,22305,18698,13338,8880,7970,8174,7689,10921,16926,0.1556372046470642,1.1969224214553833,-0.1742431712955578,1.883853219818928,4.028017,-3.375604,1.432623267173767,37.63005063338358,14.899326677268284,-1.450529535496809,1.7658247997095966,64.59061114761751,0.0,221.9899354359584,6.102017703856509,2.156530048561809,-2.2936493059398257,3.649494989918563,7.617087701569805,0.0,4.650621850349997,13.5
0,24,0,0,68.33,3.33,75.0,0.94,555343,282447,21741,8577,9283,18103,19886,16772,821,580,1158,17030,13886,61497,5766,3257,3060,2130,2411,3026,8656,18903,31587,0,0,0,0,0,0,0,0,0,4734,10027,14826,21397,29324,30728,32600,35022,42194,46829,47709,53897,81262,50372,49088,55003,65731,85574,84055,66540,48666,37279,24496,14963,11290,10668,10680,8204,6279,6957,8993,10533,1,1042,12866,40299,76268,86908,87702,84010,77913,67216,55878,48229,44980,38410,34469,35533,39298,48802,34634,25268,19185,14516,18356,17174,13995,12795,13888,11846,10359,9349,9740,14991,0.0109779238700866,0.9917355179786682,0.3095842807152954,-0.0740529543124752,2.8881536,-2.197521,0.983539342880249,43.232877129292,8.644739761406354,0.6691991534442912,0.0923161131706304,68.00669105981443,25.61959976570534,74.73152554243998,6.8337642496916695,0.3303725564780155,-0.8884894201734792,1.6470552123331483,7.418999133735849,5.536417054161929,0.1091460260738195,13.5
0,25,0,0,39.17,9.17,62.5,1.0,349178,269659,22538,10596,10183,13360,10603,8131,994,773,2283,12343,14336,167573,88467,56210,23492,4149,3341,2919,7354,13792,13646,0,0,0,0,0,0,0,0,0,79721,13046,21428,27721,35567,38648,38518,33414,58505,98117,66321,61990,61427,37598,39297,44883,49913,55846,56654,48352,38259,29917,18878,13253,8890,6681,3975,2025,2425,9835,3530,1286,76765,2011,7362,19493,51044,47827,45112,53530,43791,57074,55932,43781,44645,61381,39521,42043,68496,46374,51347,42685,34176,32643,28524,22634,16709,13534,11329,10036,8381,6937,6907,13896,-0.0265196170657873,1.0760884284973145,-0.7073255366891711,0.9201551450411318,2.15762,-4.0664105,1.157966375350952,38.23752711455638,12.313586732378408,-1.5381860968460246,4.057458016338121,69.6717891793927,0.0,151.62441821580555,6.488146896451626,1.7383844893255045,-3.34777379310493,9.531522628489045,7.563526136259731,0.0,3.0219806327274954,13.5
0,26,0,0,43.33,5.83,75.83,0.93,351557,125262,35658,57748,24459,5630,18154,13860,2548,600,1134,15615,68843,35276,15012,21946,14147,9574,11194,18133,32265,112102,115203,0,0,0,0,0,0,0,0,0,53949,28761,54742,64164,91891,99019,113025,145934,145248,99291,48224,32537,28829,25697,19835,13878,11178,10413,8320,2555,1791,1052,1086,1643,918,555,563,172,9,1,0,640,46080,0,0,2,228,674,2110,7589,14976,17647,30873,40694,60168,59989,58217,61002,62152,73359,64284,55036,54901,45757,33765,27472,25302,21921,19810,19750,19637,17202,22210,143113,-0.0556412450969219,1.199622392654419,0.1805033804857096,-0.3881915725953946,2.81842,-2.873442,1.439093828201294,46.69692354447656,13.992812950846982,-1.2468404548918253,2.859272521670496,73.32205798224217,0.1142917609591493,195.79881427739105,6.751137853440054,1.4085230966142668,-4.361744510802716,17.70551262122284,7.459929383402363,0.1015646187355505,1.9839373136958436,13.5
0,27,0,0,61.67,4.17,84.17,0.95,288898,218260,56229,32462,11505,9989,25695,13674,1885,321,593,9021,25555,14842,12464,74597,38761,28834,24245,29879,56448,70231,61532,0,0,0,0,0,0,0,0,0,12715,13499,65758,74273,86147,100013,103854,112606,103886,94009,69816,54154,47733,45556,30907,25522,25257,23137,10119,3513,2288,477,200,211,162,102,5,1,0,0,0,0,0,0,0,0,30,607,1132,2085,7022,13626,17800,28289,37252,39419,43621,38273,40141,47906,61026,72940,89464,77972,45310,40051,34031,31359,34438,33036,32791,27466,44878,163955,0.067634031176567,1.2042889595031738,0.0757896760665786,1.653962641144607,4.2991242,-4.1528463,1.4503118991851809,43.02421228501184,9.576138501943714,0.866972412242234,-0.015191389085448,70.73955395360271,28.687393703965057,91.7024286084088,7.006279583210441,0.3551112548651702,-6.463510662957487,55.02957981085087,7.411296311548519,3.773700985845825,0.1261040033319158,13.5
